No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port
6640,18.436802,192.168.178.54,34.107.254.252,TCP,55,49582  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU],49582,443
6641,18.443259,34.107.254.252,192.168.178.54,TCP,66,443  >  49582 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2,443,49582
6642,18.451518,192.168.178.54,18.66.172.205,TCP,55,49565  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU],49565,443
6643,18.451533,192.168.178.54,18.66.171.75,TCP,55,49576  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU],49576,443
6644,18.458327,18.66.172.205,192.168.178.54,TCP,66,443  >  49565 [ACK] Seq=1 Ack=2 Win=136 Len=0 SLE=1 SRE=2,443,49565
6645,18.458327,18.66.171.75,192.168.178.54,TCP,66,443  >  49576 [ACK] Seq=1 Ack=2 Win=131 Len=0 SLE=1 SRE=2,443,49576
6646,18.467606,192.168.178.54,104.18.43.178,TCP,55,49584  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU],49584,443
6647,18.478846,104.18.43.178,192.168.178.54,TCP,66,443  >  49584 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2,443,49584
6648,18.546074,192.168.178.54,74.125.193.155,TCP,55,49566  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU],49566,443
6649,18.554581,185.89.210.82,192.168.178.54,TLSv1.2,100,Application Data,443,49858
6650,18.554581,185.89.210.82,192.168.178.54,TLSv1.2,85,Encrypted Alert,443,49858
6651,18.554581,74.125.193.155,192.168.178.54,TCP,66,443  >  49566 [ACK] Seq=1 Ack=2 Win=267 Len=0 SLE=1 SRE=2,443,49566
6652,18.554692,192.168.178.54,185.89.210.82,TCP,54,49858  >  443 [ACK] Seq=7398 Ack=4226 Win=65340 Len=0,49858,443
6653,18.554985,192.168.178.54,185.89.210.82,TCP,54,"49858  >  443 [FIN, ACK] Seq=7398 Ack=4226 Win=65340 Len=0",49858,443
6654,18.577721,185.89.210.82,192.168.178.54,TCP,54,443  >  49858 [ACK] Seq=4226 Ack=7399 Win=42107 Len=0,443,49858
6655,18.592271,192.168.178.54,3.162.140.107,TCP,55,49590  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49590,443
6656,18.5923,192.168.178.54,23.40.211.24,TCP,55,49520  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU],49520,443
6657,18.59805,23.40.211.24,192.168.178.54,TCP,66,443  >  49520 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2,443,49520
6658,18.598966,3.162.140.107,192.168.178.54,TCP,66,443  >  49590 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2,443,49590
6659,18.608279,192.168.178.54,199.232.24.81,TCP,55,49506  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU],49506,443
6660,18.614384,199.232.24.81,192.168.178.54,TCP,66,443  >  49506 [ACK] Seq=1 Ack=2 Win=303 Len=0 SLE=1 SRE=2,443,49506
6661,18.686892,192.168.178.54,18.66.170.143,TCP,55,49597  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49597,443
6662,18.693235,18.66.170.143,192.168.178.54,TCP,66,443  >  49597 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2,443,49597
6663,18.734695,192.168.178.54,3.162.140.105,TCP,55,49579  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49579,443
6664,18.741072,3.162.140.105,192.168.178.54,TCP,66,443  >  49579 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2,443,49579
6665,18.765723,192.168.178.54,104.17.118.17,TCP,55,49583  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU],49583,443
6666,18.77634,104.17.118.17,192.168.178.54,TCP,66,443  >  49583 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2,443,49583
6667,18.781553,192.168.178.54,3.162.140.129,TCP,55,49603  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49603,443
6668,18.787676,3.162.140.129,192.168.178.54,TCP,66,443  >  49603 [ACK] Seq=1 Ack=2 Win=138 Len=0 SLE=1 SRE=2,443,49603
6669,18.796276,192.168.178.54,3.162.140.129,TCP,55,49541  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49541,443
6670,18.804372,3.162.140.129,192.168.178.54,TCP,66,443  >  49541 [ACK] Seq=1 Ack=2 Win=143 Len=0 SLE=1 SRE=2,443,49541
6671,18.873991,192.168.178.54,104.18.223.248,TCP,55,49609  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU],49609,443
6672,18.884856,104.18.223.248,192.168.178.54,TCP,66,443  >  49609 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2,443,49609
6673,18.889964,192.168.178.54,3.162.140.107,TCP,55,49591  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU],49591,443
6674,18.896579,3.162.140.107,192.168.178.54,TCP,66,443  >  49591 [ACK] Seq=1 Ack=2 Win=162 Len=0 SLE=1 SRE=2,443,49591
6675,18.905643,192.168.178.54,3.162.140.66,TCP,55,49613  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU],49613,443
6676,18.912216,3.162.140.66,192.168.178.54,TCP,66,443  >  49613 [ACK] Seq=1 Ack=2 Win=135 Len=0 SLE=1 SRE=2,443,49613
6677,18.921877,192.168.178.54,34.107.254.252,TCP,55,49610  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1 [TCP segment of a reassembled PDU],49610,443
6678,18.928304,34.107.254.252,192.168.178.54,TCP,66,443  >  49610 [ACK] Seq=1 Ack=2 Win=275 Len=0 SLE=1 SRE=2,443,49610
6679,18.952942,192.168.178.54,104.22.12.151,TCP,55,49620  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU],49620,443
6680,18.952953,192.168.178.54,3.162.140.50,TCP,55,49598  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49598,443
6681,18.962374,104.22.12.151,192.168.178.54,TCP,66,443  >  49620 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2,443,49620
6682,18.962374,3.162.140.50,192.168.178.54,TCP,66,443  >  49598 [ACK] Seq=1 Ack=2 Win=135 Len=0 SLE=1 SRE=2,443,49598
6683,19.04606,192.168.178.54,23.200.102.170,TCP,55,49628  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU],49628,443
6684,19.051364,23.200.102.170,192.168.178.54,TCP,66,443  >  49628 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2,443,49628
6685,19.077281,192.168.178.54,18.233.136.12,TCP,55,49602  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU],49602,443
6686,19.09232,192.168.178.54,18.66.171.89,TCP,55,49631  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU],49631,443
6687,19.100085,18.66.171.89,192.168.178.54,TCP,66,443  >  49631 [ACK] Seq=1 Ack=2 Win=135 Len=0 SLE=1 SRE=2,443,49631
6688,19.108535,192.168.178.54,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 ,57448,1900
6689,19.116422,192.168.178.24,192.168.178.54,UDP,380,54544  >  57448 Len=338,54544,57448
6690,19.123203,192.168.178.54,104.17.195.118,TCP,55,49627  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU],49627,443
6691,19.134625,104.17.195.118,192.168.178.54,TCP,66,443  >  49627 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2,443,49627
6692,19.138659,192.168.178.54,18.66.171.89,TCP,55,49638  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49638,443
6693,19.145941,18.66.171.89,192.168.178.54,TCP,66,443  >  49638 [ACK] Seq=1 Ack=2 Win=140 Len=0 SLE=1 SRE=2,443,49638
6694,19.167856,18.233.136.12,192.168.178.54,TCP,66,443  >  49602 [ACK] Seq=1 Ack=2 Win=180 Len=0 SLE=1 SRE=2,443,49602
6695,19.201024,192.168.178.54,23.200.102.170,TCP,55,49641  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU],49641,443
6696,19.207131,23.200.102.170,192.168.178.54,TCP,66,443  >  49641 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2,443,49641
6699,19.855215,192.168.178.54,18.66.171.12,TCP,55,49550  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU],49550,443
6700,19.864407,18.66.171.12,192.168.178.54,TCP,66,443  >  49550 [ACK] Seq=1 Ack=2 Win=139 Len=0 SLE=1 SRE=2,443,49550
6704,20.171567,192.168.178.48,255.255.255.255,UDP,56,60048  >  3289 Len=14,60048,3289
6705,20.506726,192.168.178.54,209.85.202.95,TLSv1.2,119,Application Data,49342,443
6706,20.50683,192.168.178.54,209.85.202.95,TLSv1.2,258,Application Data,49342,443
6707,20.50948,192.168.178.54,209.85.202.105,TLSv1.2,1466,Application Data,49338,443
6708,20.50948,192.168.178.54,209.85.202.105,TCP,1466,49338  >  443 [ACK] Seq=118558 Ack=421021 Win=2471 Len=1412 [TCP segment of a reassembled PDU],49338,443
6709,20.50948,192.168.178.54,209.85.202.105,TLSv1.2,253,Application Data,49338,443
6710,20.509957,192.168.178.54,74.125.193.190,TLSv1.2,1220,Application Data,49350,443
6711,20.510002,192.168.178.54,74.125.193.190,TLSv1.2,1236,Application Data,49350,443
6712,20.512125,192.168.178.54,209.85.202.105,TLSv1.2,1466,Application Data,49338,443
6713,20.512125,192.168.178.54,209.85.202.105,TCP,1466,49338  >  443 [ACK] Seq=121581 Ack=421021 Win=2471 Len=1412 [TCP segment of a reassembled PDU],49338,443
6714,20.512125,192.168.178.54,209.85.202.105,TLSv1.2,289,Application Data,49338,443
6715,20.514424,209.85.202.95,192.168.178.54,TCP,54,443  >  49342 [ACK] Seq=6101 Ack=743 Win=311 Len=0,443,49342
6716,20.514424,209.85.202.95,192.168.178.54,TCP,54,443  >  49342 [ACK] Seq=6101 Ack=947 Win=319 Len=0,443,49342
6717,20.519072,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421021 Ack=118558 Win=7290 Len=0,443,49338
6718,20.519072,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421021 Ack=119970 Win=7301 Len=0,443,49338
6719,20.519072,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32755 Ack=20228 Win=712 Len=0,443,49350
6720,20.519072,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421021 Ack=120169 Win=7301 Len=0,443,49338
6721,20.519072,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=32755 Ack=21410 Win=723 Len=0,443,49350
6722,20.519072,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421021 Ack=121581 Win=7312 Len=0,443,49338
6723,20.519072,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421021 Ack=122993 Win=7323 Len=0,443,49338
6724,20.519072,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421021 Ack=123228 Win=7323 Len=0,443,49338
6725,20.531092,209.85.202.105,192.168.178.54,TLSv1.2,359,Application Data,443,49338
6726,20.531092,209.85.202.105,192.168.178.54,TLSv1.2,85,Application Data,443,49338
6727,20.531092,209.85.202.105,192.168.178.54,TLSv1.2,93,Application Data,443,49338
6728,20.53118,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=123228 Ack=421396 Win=2469 Len=0,49338,443
6729,20.533921,192.168.178.54,209.85.202.105,TLSv1.2,93,Application Data,49338,443
6730,20.540652,74.125.193.190,192.168.178.54,TLSv1.2,311,Application Data,443,49350
6731,20.540652,74.125.193.190,192.168.178.54,TLSv1.2,116,Application Data,443,49350
6732,20.540652,74.125.193.190,192.168.178.54,TLSv1.2,85,Application Data,443,49350
6733,20.540652,74.125.193.190,192.168.178.54,TLSv1.2,93,Application Data,443,49350
6734,20.540744,192.168.178.54,74.125.193.190,TCP,54,49350  >  443 [ACK] Seq=21410 Ack=33144 Win=509 Len=0,49350,443
6735,20.541332,192.168.178.54,74.125.193.190,TLSv1.2,89,Application Data,49350,443
6736,20.541384,192.168.178.54,74.125.193.190,TLSv1.2,93,Application Data,49350,443
6737,20.545187,209.85.202.105,192.168.178.54,TCP,54,443  >  49338 [ACK] Seq=421396 Ack=123267 Win=7323 Len=0,443,49338
6738,20.547184,74.125.193.190,192.168.178.54,TCP,54,443  >  49350 [ACK] Seq=33144 Ack=21484 Win=723 Len=0,443,49350
6739,20.566533,209.85.202.95,192.168.178.54,TLSv1.2,128,Application Data,443,49342
6740,20.566533,209.85.202.95,192.168.178.54,TLSv1.2,1466,Application Data,443,49342
6741,20.566533,209.85.202.95,192.168.178.54,TLSv1.2,1466,Application Data,443,49342
6742,20.566533,209.85.202.95,192.168.178.54,TLSv1.2,1466,Application Data,443,49342
6743,20.566533,209.85.202.95,192.168.178.54,TLSv1.2,950,Application Data,443,49342
6744,20.566533,209.85.202.95,192.168.178.54,TLSv1.2,160,Application Data,443,49342
6745,20.566533,209.85.202.95,192.168.178.54,TLSv1.2,93,Application Data,443,49342
6746,20.566665,192.168.178.54,209.85.202.95,TCP,54,49342  >  443 [ACK] Seq=947 Ack=11452 Win=512 Len=0,49342,443
6747,20.567242,192.168.178.54,209.85.202.95,TLSv1.2,89,Application Data,49342,443
6748,20.567294,192.168.178.54,209.85.202.95,TLSv1.2,93,Application Data,49342,443
6749,20.572634,209.85.202.95,192.168.178.54,TCP,54,443  >  49342 [ACK] Seq=11452 Ack=982 Win=319 Len=0,443,49342
6750,20.572634,209.85.202.95,192.168.178.54,TCP,54,443  >  49342 [ACK] Seq=11452 Ack=1021 Win=319 Len=0,443,49342
6751,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,858,Application Data,443,49338
6752,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6753,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1324,Application Data,443,49338
6754,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,201,Application Data,443,49338
6755,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6756,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6757,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6758,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6759,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6760,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6761,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6762,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6763,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6764,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6765,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6766,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1179,Application Data,443,49338
6767,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6768,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6769,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6770,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6771,20.576297,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6772,20.576487,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=123267 Ack=448746 Win=2471 Len=0,49338,443
6773,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6774,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6775,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6776,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6777,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6778,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6779,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6780,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6781,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6782,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6783,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6784,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6785,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6786,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6787,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6788,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6789,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6790,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6791,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,647,Application Data,443,49338
6792,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,318,Application Data,443,49338
6793,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6794,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6795,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6796,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6797,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6798,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6799,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6800,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6801,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6802,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6803,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6804,20.577112,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6805,20.577457,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=123267 Ack=491963 Win=2471 Len=0,49338,443
6806,20.577506,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6807,20.577523,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=123267 Ack=493375 Win=2471 Len=0,49338,443
6808,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6809,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6810,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6811,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6812,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6813,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6814,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6815,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6816,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6817,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6818,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,892,Application Data,443,49338
6819,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6820,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6821,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6822,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6823,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6824,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6825,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6826,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6827,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6828,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6829,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6830,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6831,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6832,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6833,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6834,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6835,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6836,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6837,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6838,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6839,20.580122,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6840,20.580413,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=123267 Ack=537985 Win=2471 Len=0,49338,443
6841,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6842,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6843,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,892,Application Data,443,49338
6844,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6845,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6846,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6847,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6848,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6849,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6850,20.580469,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6851,20.580549,192.168.178.54,209.85.202.105,TCP,54,49338  >  443 [ACK] Seq=123267 Ack=551531 Win=2471 Len=0,49338,443
6852,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6853,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6854,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6855,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6856,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6857,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6858,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6859,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
6860,20.581497,209.85.202.105,192.168.178.54,TLSv1.2,1466,Application Data,443,49338
